UserId|UserName|state|age|gender|PlanName|PlanData(MB)|PlanAmount($)|AvgData
313|Aurel|HI|32|F|Small|1024|30|838
314|Andria|KY|20|F|Small|1024|30|417
315|Ester|IN|36|M|Small|1024|30|837
316|Darcie|AR|48|M|Small|1024|30|519
317|Idaline|LA|41|M|Small|1024|30|443
318|Ginni|MS|27|M|Small|1024|30|880
319|Edeline|WI|40|M|Small|1024|30|821
320|Antonietta|AL|33|M|Small|1024|30|503
321|Elyse|MO|44|M|Small|1024|30|390
322|Dennie|GA|29|F|Small|1024|30|852
323|Evangelia|MS|36|M|Small|1024|30|756
324|Jacky|NY|19|M|Small|1024|30|274
325|Fredi|AZ|55|F|Small|1024|30|820
326|Fallon|OH|23|F|Small|1024|30|700
327|Bill|NC|47|M|Small|1024|30|882
328|Davita|OH|22|M|Small|1024|30|917
329|Emilie|CT|47|M|Small|1024|30|424
330|Abby|MO|24|F|Small|1024|30|906
331|Emylee|VA|19|F|Small|1024|30|760
332|Eirena|NM|48|F|Small|1024|30|698
333|Gaylene|WY|51|F|Small|1024|30|606
334|Jeannie|RI|32|F|Small|1024|30|483
335|Ashlee|MN|15|M|Small|1024|30|628
336|Elvira|KY|35|F|Small|1024|30|816
337|Amalie|MO|40|F|Small|1024|30|273
338|Dion|NH|47|M|Small|1024|30|503
339|Goldina|WA|37|F|Small|1024|30|384
340|Emmaline|KY|48|F|Small|1024|30|475
341|Ayn|CA|44|M|Small|1024|30|744
342|Alyson|VT|44|F|Small|1024|30|349
343|Annelise|DE|17|F|Small|1024|30|615
344|Aretha|MI|21|F|Small|1024|30|290
345|Dela|AK|59|M|Small|1024|30|675
346|Berenice|WV|37|M|Small|1024|30|980
347|Arline|NJ|36|M|Small|1024|30|628
348|Adara|TX|25|M|Small|1024|30|967
349|Elka|VA|24|M|Small|1024|30|377
350|Fancy|UT|39|M|Small|1024|30|1009
351|Amelie|GA|50|F|Small|1024|30|961
352|Arly|CO|34|F|Small|1024|30|528
353|Angelique|MA|31|F|Small|1024|30|965
354|Estel|ND|45|M|Small|1024|30|608
355|Datha|GA|20|M|Small|1024|30|668
356|Drusi|SD|45|M|Small|1024|30|981
357|Dniren|MA|35|M|Small|1024|30|891
358|Adey|SD|39|M|Small|1024|30|469
359|Jackqueline|MA|36|F|Small|1024|30|856
360|Amandie|NV|44|M|Small|1024|30|707
361|Jehanna|GA|18|F|Small|1024|30|738
362|Jayne|AR|49|M|Small|1024|30|606
363|Dennie|MI|31|F|Small|1024|30|983
364|Gilligan|WV|18|F|Small|1024|30|950
365|Guinna|CT|23|M|Small|1024|30|693
366|Jemimah|OK|34|M|Small|1024|30|583
367|Janie|DE|29|M|Small|1024|30|258
368|Ashly|LA|53|F|Small|1024|30|947
369|Jennie|AZ|22|M|Small|1024|30|944
370|Drucie|AK|43|F|Small|1024|30|295
371|Annabella|MS|56|M|Small|1024|30|886
372|Helen|AL|55|M|Small|1024|30|787
373|Ashely|NY|38|F|Small|1024|30|671
374|Aurea|CO|55|F|Small|1024|30|818
375|Denice|CA|33|F|Small|1024|30|991
376|Gilli|WV|22|M|Small|1024|30|339
377|Jade|AR|47|M|Small|1024|30|462
378|Dorthea|ID|53|F|Small|1024|30|403
379|Ashia|MN|53|F|Small|1024|30|787
380|Biddie|NE|24|M|Small|1024|30|766
381|Darryl|CT|52|F|Small|1024|30|771
382|Alfie|AZ|19|F|Small|1024|30|326
383|Ilyssa|TN|42|F|Small|1024|30|866
384|Andeee|VA|30|F|Small|1024|30|324
385|Abby|IL|26|F|Small|1024|30|657
386|Jeniffer|ID|35|M|Small|1024|30|747
387|Arlene|PA|46|F|Small|1024|30|847
388|Guinna|IL|47|F|Small|1024|30|410
389|Di|CT|31|F|Small|1024|30|514
390|Delores|TN|58|M|Small|1024|30|687
391|Diane|GA|38|M|Small|1024|30|762
392|Allys|UT|24|M|Small|1024|30|815
393|Holly|NM|58|F|Small|1024|30|945
394|Amandi|CT|15|M|Small|1024|30|272
395|Isabella|GA|52|M|Small|1024|30|790
396|Ivette|VT|47|M|Small|1024|30|364
397|Amie|IN|27|F|Small|1024|30|438
398|Adelaida|HI|29|F|Small|1024|30|778
399|Janaye|AZ|26|F|Small|1024|30|536
400|Harlene|DE|37|F|Small|1024|30|429
401|Barby|TN|52|M|Small|1024|30|784
402|Ashlie|LA|17|F|Small|1024|30|855
403|Ardys|DE|56|M|Small|1024|30|724
404|Ernestine|KY|32|F|Small|1024|30|934
405|Jacquelyn|SC|17|M|Small|1024|30|346
406|Hermione|WA|17|M|Small|1024|30|950
407|Gillie|MA|18|M|Small|1024|30|940
408|Bertine|MI|21|F|Small|1024|30|273
409|Francoise|DE|44|M|Small|1024|30|629
410|Grier|CT|57|M|Small|1024|30|871
411|Dyan|PA|54|F|Small|1024|30|512
412|Dulsea|RI|33|M|Small|1024|30|919
413|Berrie|KS|58|F|Small|1024|30|294
414|Hanni|AR|54|M|Small|1024|30|496
415|Angele|GA|38|F|Small|1024|30|425
416|Giuditta|CT|54|F|Small|1024|30|530
417|Georgianne|WI|54|M|Small|1024|30|590
418|Jilli|NE|29|F|Small|1024|30|580
419|Elsa|AK|20|M|Small|1024|30|823
420|Dayle|HI|54|M|Small|1024|30|791
421|George|IL|38|F|Small|1024|30|762
422|Belvia|ID|28|F|Small|1024|30|717
423|Blisse|VT|35|F|Small|1024|30|376
424|Biddie|MA|44|M|Small|1024|30|319
425|Bell|PA|22|F|Small|1024|30|865
426|Amie|AR|37|F|Small|1024|30|925
427|Elysha|IL|49|M|Small|1024|30|764
428|Dulci|MN|16|F|Small|1024|30|378
429|Ginevra|ID|50|M|Small|1024|30|325
430|Fianna|NH|35|F|Small|1024|30|579
431|Jenelle|NV|39|M|Small|1024|30|582
432|Jenny|AR|38|M|Small|1024|30|671
433|Arleen|OR|35|F|Small|1024|30|305
434|Alla|CT|24|F|Small|1024|30|793
435|Ingrid|ME|15|M|Small|1024|30|530
436|Ailene|WI|18|F|Small|1024|30|375
437|Emmye|NM|44|M|Small|1024|30|971
438|Joellyn|OH|48|F|Small|1024|30|803
439|Devonna|WA|59|M|Small|1024|30|999
440|Jojo|RI|20|M|Small|1024|30|262
441|Elisabetta|LA|36|M|Small|1024|30|683
442|Ertha|NE|32|F|Small|1024|30|548
443|Joella|WY|43|F|Small|1024|30|1018
444|Eugenia|AR|16|F|Small|1024|30|314
445|Dennie|MD|32|M|Small|1024|30|486
446|Jennee|ME|56|M|Small|1024|30|535
447|Becky|TX|16|F|Small|1024|30|756
448|Ariadne|DE|37|F|Small|1024|30|531
449|Dulcea|KS|18|M|Small|1024|30|815
450|Diena|IA|19|M|Small|1024|30|546
451|Jania|PA|32|F|Small|1024|30|737
452|Anastassia|WI|23|F|Small|1024|30|725
453|Ardine|NM|23|M|Small|1024|30|343
454|Angelique|WV|48|M|Small|1024|30|869
455|Doro|NH|22|M|Small|1024|30|732
456|Allegra|IA|58|F|Small|1024|30|947
457|Francene|IN|52|F|Small|1024|30|602
458|Elladine|MN|19|M|Small|1024|30|658
459|Augusta|WV|44|M|Small|1024|30|385
460|Ines|CO|50|M|Small|1024|30|703
461|Drucy|NV|54|M|Small|1024|30|978
462|Darla|NJ|16|M|Small|1024|30|673
463|Hilda|AL|44|F|Small|1024|30|993
464|Jania|RI|32|F|Small|1024|30|720
465|Genovera|TX|37|F|Small|1024|30|693
466|Eleanore|VA|56|M|Small|1024|30|840
467|Jo-Anne|MT|44|F|Small|1024|30|593
468|Amargo|MA|38|F|Small|1024|30|339
469|Jeane|MA|49|F|Small|1024|30|789
470|Aubrey|IA|47|M|Small|1024|30|452
471|Allina|OR|58|F|Small|1024|30|939
472|Fannie|AZ|22|F|Small|1024|30|595
473|Doralia|ND|52|F|Small|1024|30|696
474|Blakeley|LA|46|M|Small|1024|30|906
475|Elizabet|IL|37|F|Small|1024|30|774
476|Bennie|AR|50|M|Small|1024|30|522
477|Arleyne|GA|43|F|Small|1024|30|775
478|Avie|NV|57|M|Small|1024|30|897
479|Aleta|ID|50|M|Small|1024|30|781
480|Beilul|NH|24|M|Small|1024|30|537
481|Ingeberg|NM|24|M|Small|1024|30|830
482|Hillary|ID|25|M|Small|1024|30|724
483|Elwira|IN|22|M|Small|1024|30|439
484|Austine|AK|56|F|Small|1024|30|510
485|Gwenni|MA|43|F|Small|1024|30|858
486|Bellina|MN|18|M|Small|1024|30|568
487|Georgetta|UT|44|F|Small|1024|30|627
488|Fae|WI|23|M|Small|1024|30|903
489|Adelle|KS|56|M|Small|1024|30|486
490|Harriot|CA|33|M|Small|1024|30|597
491|Ava|ND|29|F|Small|1024|30|709
492|Dotty|WI|40|F|Small|1024|30|620
493|Delphinia|CT|24|F|Small|1024|30|956
494|Frederique|NM|38|F|Small|1024|30|748
495|Belia|TN|48|M|Small|1024|30|496
496|Dyan|MO|22|M|Small|1024|30|1013
497|Ardisj|AK|55|F|Small|1024|30|384
498|Aggi|NE|54|M|Small|1024|30|276
499|Fenelia|MA|39|F|Small|1024|30|609
500|Ivette|CO|28|F|Small|1024|30|744
501|Arleen|NH|38|F|Small|1024|30|390
502|Dionis|WA|28|M|Small|1024|30|348
503|Jewelle|SD|24|F|Small|1024|30|473
504|Dasie|ID|42|M|Small|1024|30|930
505|Andriette|OR|36|F|Small|1024|30|263
506|Imogen|IA|16|F|Small|1024|30|588
507|Deanne|GA|43|F|Small|1024|30|860
508|Felisha|MT|31|M|Small|1024|30|841
509|Alyssa|ID|32|F|Small|1024|30|305
510|Hermia|HI|54|M|Small|1024|30|339
511|Floria|MO|54|F|Small|1024|30|639
512|Dulcinea|CA|45|F|Small|1024|30|500
513|Anastasie|VT|47|M|Small|1024|30|845
514|Gwynne|FL|36|F|Small|1024|30|763
515|Ida|UT|24|F|Small|1024|30|850
516|Jacynth|LA|40|F|Small|1024|30|400
517|Florina|MD|43|M|Small|1024|30|861
518|Iormina|KS|58|M|Small|1024|30|501
519|Elyssa|TN|53|M|Small|1024|30|743
520|Ashil|MT|31|M|Small|1024|30|474
521|Florida|OR|15|F|Small|1024|30|457
522|Gwyneth|IN|23|F|Small|1024|30|719
523|Anabella|NE|55|M|Small|1024|30|772
524|Ginger|IN|26|M|Small|1024|30|946
525|Dyanne|HI|27|F|Small|1024|30|350
526|Adrea|AL|21|M|Small|1024|30|688
527|Deloria|WY|33|M|Small|1024|30|672
528|Jasmin|MD|54|M|Small|1024|30|257
529|Evey|CO|18|F|Small|1024|30|405
530|Jolyn|WA|38|M|Small|1024|30|953
531|Jeni|IL|20|M|Small|1024|30|885
532|Dori|MN|35|F|Small|1024|30|439
533|Griselda|CT|22|M|Small|1024|30|425
534|Angelica|CT|33|F|Small|1024|30|831
535|Darda|MD|18|M|Small|1024|30|485
536|Daveta|CT|44|M|Small|1024|30|351
537|Alta|MO|47|M|Small|1024|30|734
538|Analise|UT|22|F|Small|1024|30|334
539|Dyane|WA|26|F|Small|1024|30|440
540|Drusy|WV|48|M|Small|1024|30|295
541|Irina|NE|48|F|Small|1024|30|693
542|Emyle|FL|54|F|Small|1024|30|614
543|Betsey|SC|19|M|Small|1024|30|365
544|Belicia|MA|16|F|Small|1024|30|328
545|Belvia|WI|47|F|Small|1024|30|469
546|Diandra|CT|20|F|Small|1024|30|904
547|Desiree|MD|27|M|Small|1024|30|451
548|Eryn|PA|18|F|Small|1024|30|308
549|Jennee|WY|24|M|Small|1024|30|875
550|Freida|TN|50|F|Small|1024|30|1006
551|Albertine|WA|17|M|Small|1024|30|858
552|Jana|SC|18|M|Small|1024|30|384
553|Donnamarie|AZ|54|M|Small|1024|30|311
554|Janot|NE|51|M|Small|1024|30|699
555|Elmira|KY|36|F|Small|1024|30|371
556|Berna|PA|38|F|Small|1024|30|725
557|Ernesta|LA|30|M|Small|1024|30|860
558|Dulcia|KY|59|F|Small|1024|30|527
559|Gusty|ND|47|M|Small|1024|30|752
560|Jacquette|CO|20|M|Small|1024|30|937
561|Anitra|AK|39|M|Small|1024|30|604
562|Giralda|MN|34|M|Small|1024|30|640
563|Anna|IN|24|F|Small|1024|30|719
564|Alissa|OK|54|M|Small|1024|30|727
565|Evvy|NE|28|F|Small|1024|30|874
566|Ida|NM|19|F|Small|1024|30|452
567|Antonella|NY|33|F|Small|1024|30|610
568|Emmalynn|SC|20|F|Small|1024|30|293
569|Adara|VT|54|M|Small|1024|30|409
570|Elisabetta|MN|58|F|Small|1024|30|691
571|Arabel|ID|51|F|Small|1024|30|474
572|Felipa|OK|45|M|Small|1024|30|723
573|Ammamaria|LA|36|F|Small|1024|30|505
574|Elmira|TX|25|M|Small|1024|30|295
575|Bernardine|NJ|29|M|Small|1024|30|720
576|Gertrud|NC|28|F|Small|1024|30|481
